interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,version
WNT2_FZD10_LRP6,WNT,Wnt2,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD2_LRP6,WNT,Wnt2,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD3_LRP6,WNT,Wnt2,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD4_LRP6,WNT,Wnt2,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD5_LRP6,WNT,Wnt2,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD6_LRP6,WNT,Wnt2,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD7_LRP6,WNT,Wnt2,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD8_LRP6,WNT,Wnt2,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD9_LRP6,WNT,Wnt2,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD1_LRP6,WNT,Wnt2b,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD10_LRP6,WNT,Wnt2b,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD2_LRP6,WNT,Wnt2b,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD3_LRP6,WNT,Wnt2b,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD4_LRP6,WNT,Wnt2b,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD5_LRP6,WNT,Wnt2b,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD6_LRP6,WNT,Wnt2b,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD7_LRP6,WNT,Wnt2b,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD8_LRP6,WNT,Wnt2b,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD9_LRP6,WNT,Wnt2b,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD1_LRP6,WNT,Wnt3,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD10_LRP6,WNT,Wnt3,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD2_LRP6,WNT,Wnt3,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD3_LRP6,WNT,Wnt3,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD4_LRP6,WNT,Wnt3,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD5_LRP6,WNT,Wnt3,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD6_LRP6,WNT,Wnt3,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD7_LRP6,WNT,Wnt3,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD8_LRP6,WNT,Wnt3,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD9_LRP6,WNT,Wnt3,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD1_LRP6,WNT,Wnt3a,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD10_LRP6,WNT,Wnt3a,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD2_LRP6,WNT,Wnt3a,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD3_LRP6,WNT,Wnt3a,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD4_LRP6,WNT,Wnt3a,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD5_LRP6,WNT,Wnt3a,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD6_LRP6,WNT,Wnt3a,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD7_LRP6,WNT,Wnt3a,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD8_LRP6,WNT,Wnt3a,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3A_FZD9_LRP6,WNT,Wnt3a,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD1_LRP6,WNT,Wnt4,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD10_LRP6,WNT,Wnt4,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD2_LRP6,WNT,Wnt4,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD3_LRP6,WNT,Wnt4,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD4_LRP6,WNT,Wnt4,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD5_LRP6,WNT,Wnt4,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD6_LRP6,WNT,Wnt4,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD7_LRP6,WNT,Wnt4,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD8_LRP6,WNT,Wnt4,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT4_FZD9_LRP6,WNT,Wnt4,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD1_LRP6,WNT,Wnt6,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD10_LRP6,WNT,Wnt6,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD2_LRP6,WNT,Wnt6,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD3_LRP6,WNT,Wnt6,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD4_LRP6,WNT,Wnt6,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD5_LRP6,WNT,Wnt6,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD6_LRP6,WNT,Wnt6,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD7_LRP6,WNT,Wnt6,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD8_LRP6,WNT,Wnt6,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT6_FZD9_LRP6,WNT,Wnt6,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD1_LRP6,WNT,Wnt7a,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD10_LRP6,WNT,Wnt7a,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD2_LRP6,WNT,Wnt7a,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD3_LRP6,WNT,Wnt7a,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD4_LRP6,WNT,Wnt7a,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD5_LRP6,WNT,Wnt7a,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD6_LRP6,WNT,Wnt7a,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD7_LRP6,WNT,Wnt7a,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT7A_FZD8_LRP6,WNT,Wnt7a,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
